12,2,9,4,5,8,0,6,10,7,3,1,11
10,3,5,8,12,6,2,0,11,1,7,4,9
7,8,5,4,9,12,6,2,0,11,1,10,3
11,6,7,4,9,1,10,0,3,5,12,8,2
1,2,7,3,5,8,12,11,6,4,10,0,9
5,8,1,6,7,3,11,10,12,9,0,4,2
2,10,4,7,3,5,6,11,1,12,9,8,0
10,8,11,1,7,6,2,3,0,5,9,4,12
1,2,5,3,10,6,12,4,9,11,8,7,0
12,5,8,2,7,3,9,10,1,0,11,6,4
12,6,5,2,7,9,4,10,3,1,8,11,0
12,5,8,2,7,3,9,10,1,0,11,6,4
2,10,8,7,3,12,5,6,9,4,1,11,0
11,1,3,4,9,6,0,10,8,7,2,5,12
11,4,6,5,2,9,0,1,10,8,3,7,12
0,5,12,6,7,2,4,10,3,1,9,8,11
1,2,4,8,3,6,12,11,9,5,10,7,0
6,11,12,1,5,4,2,8,0,10,7,9,3
12,9,7,0,6,2,3,8,10,1,4,11,5
1,11,9,8,3,6,12,2,4,5,10,7,0
0,2,10,8,7,3,12,5,6,9,4,1,11
6,7,10,8,3,11,5,9,2,4,1,0,12
8,10,7,12,3,2,6,0,1,4,11,9,5
8,5,10,6,4,3,11,1,7,0,2,9,12
8,4,12,0,5,7,11,10,1,2,9,3,6
6,7,11,5,3,12,0,8,10,2,1,4,9
12,2,9,4,5,8,0,6,10,7,3,1,11
7,11,5,4,2,10,12,1,8,0,3,9,6
11,1,2,5,7,12,8,6,10,4,3,0,9
12,3,9,7,1,8,0,4,5,2,11,10,6
12,9,7,0,6,2,3,8,10,1,4,11,5
6,11,9,3,5,0,4,1,2,12,8,7,10
12,0,1,3,7,2,5,11,10,8,4,9,6
0,4,7,12,5,6,2,11,8,10,9,3,1
6,7,11,0,3,1,12,8,2,10,5,4,9
1,6,10,7,3,12,5,4,2,8,9,11,0
0,3,4,1,10,8,12,7,6,2,9,11,5
3,1,8,4,10,2,7,9,6,5,0,11,12
12,2,1,10,6,11,9,3,5,0,4,7,8
8,5,10,6,4,3,11,1,7,0,2,9,12
10,4,6,7,5,9,2,1,11,8,0,3,12
2,3,9,6,10,12,1,8,11,7,0,5,4
9,7,12,3,4,0,11,5,2,6,8,1,10
10,8,3,6,0,11,12,2,1,5,7,4,9
8,3,2,4,7,0,11,9,10,6,12,1,5
7,5,8,3,4,6,12,1,9,0,11,10,2
6,1,9,12,3,0,5,7,11,4,10,8,2
4,10,1,0,7,2,11,12,9,3,5,8,6
4,2,1,8,9,11,5,0,10,7,3,6,12
12,0,11,3,6,4,8,2,1,9,10,5,7
7,1,4,9,8,5,3,11,2,12,0,6,10
1,8,6,7,10,3,12,11,2,4,9,5,0
1,9,4,7,5,11,10,6,3,8,0,2,12
6,1,3,9,7,12,8,11,10,0,4,5,2
8,4,12,0,5,7,11,10,1,2,9,3,6
10,1,11,8,6,2,3,5,9,4,7,12,0
4,10,3,6,8,0,12,9,7,11,5,1,2
12,0,11,3,6,4,8,2,1,9,10,5,7
11,10,5,9,7,4,0,1,6,8,2,12,3
0,9,6,5,8,10,3,11,12,4,2,7,1
8,2,12,9,7,0,5,1,4,3,10,11,6
12,11,5,8,10,3,0,1,7,2,6,4,9
10,7,3,6,5,11,1,8,2,0,9,4,12
10,1,9,8,6,2,12,0,3,4,11,5,7
10,8,11,1,7,6,2,3,0,5,9,4,12
0,2,10,8,7,3,12,5,6,9,4,1,11
0,9,6,8,4,10,11,3,2,7,5,12,1
0,12,5,8,4,3,7,1,9,10,2,11,6
0,4,10,8,7,9,5,12,1,6,3,11,2
10,2,7,8,6,1,4,3,9,11,5,12,0
12,8,1,4,6,5,9,3,11,0,10,7,2
0,11,8,4,7,6,12,2,9,3,1,10,5
3,0,12,6,5,7,2,11,9,10,1,8,4
12,2,1,10,6,11,9,3,5,0,4,7,8
8,10,3,7,1,9,4,2,5,6,12,0,11
8,10,1,2,5,9,4,11,7,0,12,6,3
12,1,4,8,3,5,11,9,2,10,7,6,0
10,6,8,7,0,4,9,12,3,1,2,11,5
5,11,6,2,1,9,10,12,3,8,0,7,4
2,11,1,4,6,10,9,7,3,8,5,0,12
7,5,8,3,4,6,12,1,9,0,11,10,2
3,7,8,6,5,10,1,11,4,0,2,9,12
2,1,9,7,11,8,0,3,4,6,12,5,10
0,9,1,4,11,10,3,7,5,6,8,2,12
0,6,8,4,5,9,12,2,7,1,11,10,3
1,9,7,6,2,11,4,5,8,3,0,10,12
8,3,2,4,7,0,11,9,10,6,12,1,5
6,4,11,7,1,5,10,9,12,2,8,3,0
10,8,3,6,0,11,12,2,1,5,7,4,9
5,8,2,7,9,10,3,12,1,0,11,6,4
7,11,0,6,1,3,10,8,9,2,5,4,12
10,3,6,5,11,0,9,4,2,7,1,8,12
0,12,8,7,2,5,11,1,3,4,9,6,10
4,6,11,7,2,1,5,3,10,0,8,9,12
12,2,8,6,9,1,3,4,0,11,5,10,7
9,12,8,0,6,4,1,11,2,3,10,5,7
1,2,5,3,10,6,12,4,9,11,8,7,0
5,11,9,1,4,6,10,7,12,0,8,3,2
10,3,6,5,11,0,9,4,2,7,1,8,12
2,3,9,6,10,12,1,8,11,7,0,5,4
