8,11,3,15,6,16,5,12,10,4,17,1,0,14,9,2,7,13
0,13,14,9,2,4,12,16,6,3,17,5,1,11,10,8,15,7
7,8,6,17,11,0,13,4,14,1,3,15,10,9,5,12,16,2
9,6,16,0,12,8,17,11,3,1,4,5,13,15,10,14,2,7
7,14,5,9,12,13,2,1,10,6,4,15,0,17,11,16,8,3
2,15,9,8,6,11,1,16,0,17,4,13,14,3,5,12,7,10
11,1,15,16,12,4,10,13,0,8,3,2,14,7,5,9,6,17
9,16,17,5,2,0,14,3,6,12,8,13,7,11,4,15,10,1
17,14,9,12,10,1,3,7,8,2,15,11,0,5,4,16,6,13
8,15,2,4,0,13,1,10,5,17,11,12,16,14,7,6,3,9
4,9,16,10,14,7,6,1,17,0,13,15,2,8,5,3,11,12
17,6,11,7,0,9,15,16,2,14,12,4,3,13,8,10,1,5
11,0,6,4,7,15,9,1,14,13,17,2,16,12,3,8,10,5
4,3,17,7,14,1,5,8,16,10,12,13,11,0,9,6,2,15
12,17,7,4,11,0,13,14,6,2,5,3,15,10,1,16,9,8
13,9,0,7,17,16,3,6,4,12,1,14,15,5,11,8,10,2
16,3,15,13,5,1,11,10,4,17,6,14,9,0,7,8,12,2
7,3,9,14,1,0,13,6,8,16,2,17,11,15,4,5,12,10
3,14,2,1,10,12,16,17,11,7,5,8,15,0,13,4,9,6
15,14,2,11,4,9,0,17,3,10,12,1,16,13,5,8,6,7
2,14,11,6,8,17,4,0,7,13,12,15,16,5,10,3,1,9
17,2,9,13,3,15,6,11,12,4,1,14,16,5,0,10,8,7
0,17,8,6,9,4,13,7,3,2,10,11,15,5,12,1,14,16
4,15,14,1,3,9,6,13,17,10,11,16,2,12,7,5,8,0
3,4,12,2,9,5,14,13,16,8,10,7,11,0,15,6,1,17
17,2,9,13,3,15,6,11,12,4,1,14,16,5,0,10,8,7
13,16,3,0,1,5,15,11,9,4,10,12,2,7,6,14,8,17
13,3,14,6,8,1,4,16,17,5,10,7,2,12,11,9,15,0
0,9,14,17,11,10,5,1,8,6,7,13,3,15,12,16,2,4
3,7,16,13,8,4,11,0,1,15,2,10,9,14,6,12,5,17
17,2,13,7,8,15,1,5,11,14,3,16,6,4,0,10,12,9
